week_end_date,item_number,item_description,unit,city_code,city,price_pkr,price_lag_1w,price_lag_4w,price_wow_pct,price_rolling_4w_avg,price_rolling_4w_std,target_next_week_price_pkr,target_next_week_wow_pct,target_next_week_direction,split
2025-10-23,1,Wheat Flour Bag,20 Kg,1,Islamabad,2546.53,,,,,,2546.53,0.0,flat,train
2025-10-30,1,Wheat Flour Bag,20 Kg,1,Islamabad,2546.53,2546.53,,0.0,2546.53,0.0,2521.0,-1.002541,down,train
2025-11-06,1,Wheat Flour Bag,20 Kg,1,Islamabad,2521.0,2546.53,,-1.002541,2538.02,14.739752,2469.92,-2.02618,down,train
2025-11-13,1,Wheat Flour Bag,20 Kg,1,Islamabad,2469.92,2521.0,,-2.02618,2520.995,36.1143,2469.92,0.0,flat,train
2025-11-20,1,Wheat Flour Bag,20 Kg,1,Islamabad,2469.92,2469.92,2546.53,0.0,2501.8425,38.306111,2436.45,-1.355105,down,train
2025-11-27,1,Wheat Flour Bag,20 Kg,1,Islamabad,2436.45,2469.92,2546.53,-1.355105,2474.3225,34.889728,2454.38,0.735907,up,train
2025-12-04,1,Wheat Flour Bag,20 Kg,1,Islamabad,2454.38,2436.45,2521.0,0.735907,2457.6675,15.929401,2646.54,7.829268,up,train
2025-12-11,1,Wheat Flour Bag,20 Kg,1,Islamabad,2646.54,2454.38,2469.92,7.829268,2501.8225,97.442768,2632.13,-0.544484,down,train
2025-12-18,1,Wheat Flour Bag,20 Kg,1,Islamabad,2632.13,2646.54,2469.92,-0.544484,2542.375,112.352916,2579.94,-1.982805,down,train
2025-12-24,1,Wheat Flour Bag,20 Kg,1,Islamabad,2579.94,2632.13,2436.45,-1.982805,2578.2475,87.394148,2744.4,6.374567,up,train
2026-01-01,1,Wheat Flour Bag,20 Kg,1,Islamabad,2744.4,2579.94,2454.38,6.374567,2650.7525,68.675098,2874.39,4.736554,up,train
2026-01-08,1,Wheat Flour Bag,20 Kg,1,Islamabad,2874.39,2744.4,2646.54,4.736554,2707.715,130.595926,2925.48,1.777421,up,train
2026-01-15,1,Wheat Flour Bag,20 Kg,1,Islamabad,2925.48,2874.39,2632.13,1.777421,2781.0525,154.230169,2925.48,0.0,flat,train
2026-01-22,1,Wheat Flour Bag,20 Kg,1,Islamabad,2925.48,2925.48,2579.94,0.0,2867.4375,85.487674,3045.51,4.102916,up,train
2026-01-29,1,Wheat Flour Bag,20 Kg,1,Islamabad,3045.51,2925.48,2744.4,4.102916,2942.715,72.638851,3002.16,-1.423407,down,train
2026-02-04,1,Wheat Flour Bag,20 Kg,1,Islamabad,3002.16,3045.51,2874.39,-1.423407,2974.6575,59.479176,2894.36,-3.590748,down,train
2026-02-12,1,Wheat Flour Bag,20 Kg,1,Islamabad,2894.36,3002.16,2925.48,-3.590748,2966.8775,69.283153,2818.74,-2.612667,down,train
2026-02-19,1,Wheat Flour Bag,20 Kg,1,Islamabad,2818.74,2894.36,2925.48,-2.612667,2940.1925,102.928899,2656.54,-5.754344,down,train
2026-02-26,1,Wheat Flour Bag,20 Kg,1,Islamabad,2656.54,2818.74,3045.51,-5.754344,2842.95,145.287788,2656.54,0.0,flat,train
2026-03-05,1,Wheat Flour Bag,20 Kg,1,Islamabad,2656.54,2656.54,3002.16,0.0,2756.545,119.531296,2783.29,4.771244,up,train
2026-03-11,1,Wheat Flour Bag,20 Kg,1,Islamabad,2783.29,2656.54,2894.36,4.771244,2728.7775,84.658878,2656.59,-4.552167,down,train
2026-03-18,1,Wheat Flour Bag,20 Kg,1,Islamabad,2656.59,2783.29,2818.74,-4.552167,2688.24,63.366671,2633.29,-0.877064,down,train
2026-03-26,1,Wheat Flour Bag,20 Kg,1,Islamabad,2633.29,2656.59,2656.54,-0.877064,2682.4275,68.130945,2569.91,-2.406875,down,train
2026-04-02,1,Wheat Flour Bag,20 Kg,1,Islamabad,2569.91,2633.29,2656.54,-2.406875,2660.77,89.515944,2541.03,-1.123775,down,train
2026-04-09,1,Wheat Flour Bag,20 Kg,1,Islamabad,2541.03,2569.91,2783.29,-1.123775,2600.205,53.831073,2289.92,-9.882213,down,train
2026-04-16,1,Wheat Flour Bag,20 Kg,1,Islamabad,2289.92,2541.03,2656.59,-9.882213,2508.5375,150.752716,2275.45,-0.6319,down,train
2026-04-23,1,Wheat Flour Bag,20 Kg,1,Islamabad,2275.45,2289.92,2633.29,-0.6319,2419.0775,158.043637,2344.32,3.026654,up,train
2026-04-30,1,Wheat Flour Bag,20 Kg,1,Islamabad,2344.32,2275.45,2569.91,3.026654,2362.68,122.541017,2429.9,3.650526,up,train
2026-05-07,1,Wheat Flour Bag,20 Kg,1,Islamabad,2429.9,2344.32,2541.03,3.650526,2334.8975,69.931489,2564.27,5.529857,up,validation
2026-05-14,1,Wheat Flour Bag,20 Kg,1,Islamabad,2564.27,2429.9,2289.92,5.529857,2403.485,124.422703,2646.53,3.207931,up,validation
2026-05-21,1,Wheat Flour Bag,20 Kg,1,Islamabad,2646.53,2564.27,2275.45,3.207931,2496.255,135.025733,2703.26,2.143562,up,validation
2026-06-04,1,Wheat Flour Bag,20 Kg,1,Islamabad,2703.26,2646.53,2344.32,2.143562,2585.99,118.677702,2666.49,-1.36021,down,test
2026-06-11,1,Wheat Flour Bag,20 Kg,1,Islamabad,2666.49,2703.26,2429.9,-1.36021,2645.1375,58.809426,2608.84,-2.162018,down,test
2026-06-18,1,Wheat Flour Bag,20 Kg,1,Islamabad,2608.84,2666.49,2564.27,-2.162018,2656.28,39.39958,2765.48,6.004201,up,test
2026-07-02,1,Wheat Flour Bag,20 Kg,1,Islamabad,2765.48,2608.84,2646.53,6.004201,2686.0175,65.699524,,,,test
2025-10-23,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2112.26,,,,,,2303.05,9.032505,up,train
2025-10-30,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2303.05,2112.26,,9.032505,2207.655,134.908903,2277.75,-1.098543,down,train
2025-11-06,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2277.75,2303.05,,-1.098543,2231.02,103.624204,2268.73,-0.396005,down,train
2025-11-13,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2268.73,2277.75,,-0.396005,2240.4475,86.684263,2268.73,0.0,flat,train
2025-11-20,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2268.73,2268.73,2112.26,0.0,2279.565,16.223788,2229.3,-1.737977,down,train
2025-11-27,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2229.3,2268.73,2303.05,-1.737977,2261.1275,21.640189,2235.09,0.259723,up,train
2025-12-04,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2235.09,2229.3,2277.75,0.259723,2250.4625,21.225521,2394.42,7.128572,up,train
2025-12-11,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2394.42,2235.09,2268.73,7.128572,2281.885,77.011113,2361.4,-1.37904,down,train
2025-12-18,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2361.4,2394.42,2268.73,-1.37904,2305.0525,85.234546,2349.3,-0.512408,down,train
2025-12-24,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2349.3,2361.4,2229.3,-0.512408,2335.0525,69.316144,2445.61,4.099519,up,train
2026-01-01,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2445.61,2349.3,2235.09,4.099519,2387.6825,43.069615,2519.3,3.013154,up,train
2026-01-08,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2519.3,2445.61,2394.42,3.013154,2418.9025,79.464865,2563.29,1.74612,up,train
2026-01-15,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2563.29,2519.3,2361.4,1.74612,2469.375,93.622137,2563.29,0.0,flat,train
2026-01-22,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2563.29,2563.29,2349.3,0.0,2522.8725,55.525986,2635.74,2.826446,up,train
2026-01-29,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2635.74,2563.29,2445.61,2.826446,2570.405,48.241164,2610.11,-0.972402,down,train
2026-02-04,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2610.11,2635.74,2519.3,-0.972402,2593.1075,35.985097,2563.93,-1.769274,down,train
2026-02-12,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2563.93,2610.11,2563.29,-1.769274,2593.2675,35.809321,2209.46,-13.82526,down,train
2026-02-19,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2209.46,2563.93,2563.29,-13.82526,2504.81,199.129398,2165.09,-2.008183,down,train
2026-02-26,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2165.09,2209.46,2635.74,-2.008183,2387.1475,232.269032,2165.09,0.0,flat,train
2026-03-05,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2165.09,2165.09,2610.11,0.0,2275.8925,193.160785,2215.88,2.345861,up,train
2026-03-11,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2215.88,2165.09,2563.93,2.345861,2188.88,27.595076,2166.56,-2.225752,down,train
2026-03-18,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2166.56,2215.88,2209.46,-2.225752,2178.155,25.159545,2157.87,-0.401097,down,train
2026-03-26,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2157.87,2166.56,2165.09,-0.401097,2176.35,26.62557,2133.72,-1.119159,down,train
2026-04-02,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2133.72,2157.87,2165.09,-1.119159,2168.5075,34.502527,2124.13,-0.44945,down,train
2026-04-09,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2124.13,2133.72,2215.88,-0.44945,2145.57,19.932939,2029.12,-4.47289,down,train
2026-04-16,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2029.12,2124.13,2166.56,-4.47289,2111.21,56.537746,2140.48,5.488093,up,train
2026-04-23,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2140.48,2029.12,2157.87,5.488093,2106.8625,52.260643,2306.56,7.759007,up,train
2026-04-30,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2306.56,2140.48,2133.72,7.759007,2150.0725,115.300873,2387.49,3.508688,up,train
2026-05-07,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2387.49,2306.56,2124.13,3.508688,2215.9125,161.490256,2516.76,5.414473,up,validation
2026-05-14,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2516.76,2387.49,2029.12,5.414473,2337.8225,157.487455,2646.17,5.141929,up,validation
2026-05-21,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2646.17,2516.76,2140.48,5.141929,2464.245,149.0083,2680.84,1.310195,up,validation
2026-06-04,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2680.84,2646.17,2306.56,1.310195,2557.815,133.713469,2645.22,-1.328688,down,test
2026-06-11,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2645.22,2680.84,2387.49,-1.328688,2622.2475,72.251218,2602.58,-1.611964,down,test
2026-06-18,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2602.58,2645.22,2516.76,-1.611964,2643.7025,32.034592,2727.08,4.783715,up,test
2026-07-02,1,Wheat Flour Bag,20 Kg,2,Rawalpindi,2727.08,2602.58,2646.17,4.783715,2663.93,52.876451,,,,test
2025-10-23,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1931.64,,,,,,1931.64,0.0,flat,train
2025-10-30,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1931.64,1931.64,,0.0,1931.64,0.0,1931.64,0.0,flat,train
2025-11-06,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1931.64,1931.64,,0.0,1931.64,0.0,1931.64,0.0,flat,train
2025-11-13,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1931.64,1931.64,,0.0,1931.64,0.0,1931.64,0.0,flat,train
2025-11-20,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1931.64,1931.64,1931.64,0.0,1931.64,0.0,1931.64,0.0,flat,train
2025-11-27,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1931.64,1931.64,1931.64,0.0,1931.64,0.0,1931.64,0.0,flat,train
2025-12-04,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1931.64,1931.64,1931.64,0.0,1931.64,0.0,1969.81,1.976041,up,train
2025-12-11,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1969.81,1931.64,1931.64,1.976041,1941.1825,19.085,1969.81,0.0,flat,train
2025-12-18,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1969.81,1969.81,1931.64,0.0,1950.725,22.03746,1969.81,0.0,flat,train
2025-12-24,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1969.81,1969.81,1931.64,0.0,1960.2675,19.085,1969.81,0.0,flat,train
2026-01-01,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1969.81,1969.81,1931.64,0.0,1969.81,0.0,2006.82,1.878861,up,train
2026-01-08,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2006.82,1969.81,1969.81,1.878861,1979.0625,18.505,2006.82,0.0,flat,train
2026-01-15,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2006.82,2006.82,1969.81,0.0,1988.315,21.367733,2006.82,0.0,flat,train
2026-01-22,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2006.82,2006.82,1969.81,0.0,1997.5675,18.505,2006.82,0.0,flat,train
2026-01-29,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2006.82,2006.82,1969.81,0.0,2006.82,0.0,2006.82,0.0,flat,train
2026-02-04,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2006.82,2006.82,2006.82,0.0,2006.82,0.0,1988.49,-0.913385,down,train
2026-02-12,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1988.49,2006.82,2006.82,-0.913385,2002.2375,9.165,1988.49,0.0,flat,train
2026-02-19,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1988.49,1988.49,2006.82,0.0,1997.655,10.58283,1988.49,0.0,flat,train
2026-02-26,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1988.49,1988.49,2006.82,0.0,1993.0725,9.165,1969.89,-0.935383,down,train
2026-03-05,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1969.89,1988.49,2006.82,-0.935383,1983.84,9.3,1951.06,-0.955891,down,train
2026-03-11,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1951.06,1969.89,1988.49,-0.955891,1974.4825,17.908328,1951.06,0.0,flat,train
2026-03-18,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1951.06,1951.06,1988.49,0.0,1965.125,17.928347,1951.06,0.0,flat,train
2026-03-26,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1951.06,1951.06,1988.49,0.0,1955.7675,9.415,1951.06,0.0,flat,train
2026-04-02,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1951.06,1951.06,1969.89,0.0,1951.06,0.0,1951.06,0.0,flat,train
2026-04-09,1,Wheat Flour Bag,20 Kg,3,Gujranwala,1951.06,1951.06,1951.06,0.0,1951.06,0.0,2200.0,12.759218,up,train
2026-04-16,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2200.0,1951.06,1951.06,12.759218,2013.295,124.47,2021.45,-8.115909,down,train
2026-04-23,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2021.45,2200.0,1951.06,-8.115909,2030.8925,117.520159,2087.93,3.288728,up,train
2026-04-30,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2087.93,2021.45,1951.06,3.288728,2065.11,105.876756,2087.93,0.0,flat,train
2026-05-07,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2087.93,2087.93,1951.06,0.0,2099.3275,74.071279,2177.44,4.287021,up,validation
2026-05-14,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2177.44,2087.93,2200.0,4.287021,2093.6875,64.028731,2239.82,2.864832,up,validation
2026-05-21,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2239.82,2177.44,2021.45,2.864832,2148.28,74.193715,2310.79,3.168558,up,validation
2026-06-04,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2310.79,2239.82,2087.93,3.168558,2203.995,94.630606,2310.79,0.0,flat,test
2026-06-11,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2310.79,2310.79,2087.93,0.0,2259.71,64.245098,2310.79,0.0,flat,test
2026-06-18,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2310.79,2310.79,2177.44,0.0,2293.0475,35.485,2400.0,3.860584,up,test
2026-07-02,1,Wheat Flour Bag,20 Kg,3,Gujranwala,2400.0,2310.79,2239.82,3.860584,2333.0925,44.605,,,,test
2025-10-23,1,Wheat Flour Bag,20 Kg,4,Sialkot,1931.64,,,,,,1931.64,0.0,flat,train
2025-10-30,1,Wheat Flour Bag,20 Kg,4,Sialkot,1931.64,1931.64,,0.0,1931.64,0.0,1931.64,0.0,flat,train
2025-11-06,1,Wheat Flour Bag,20 Kg,4,Sialkot,1931.64,1931.64,,0.0,1931.64,0.0,1931.64,0.0,flat,train
2025-11-13,1,Wheat Flour Bag,20 Kg,4,Sialkot,1931.64,1931.64,,0.0,1931.64,0.0,1931.64,0.0,flat,train
2025-11-20,1,Wheat Flour Bag,20 Kg,4,Sialkot,1931.64,1931.64,1931.64,0.0,1931.64,0.0,1931.64,0.0,flat,train
2025-11-27,1,Wheat Flour Bag,20 Kg,4,Sialkot,1931.64,1931.64,1931.64,0.0,1931.64,0.0,1931.64,0.0,flat,train
2025-12-04,1,Wheat Flour Bag,20 Kg,4,Sialkot,1931.64,1931.64,1931.64,0.0,1931.64,0.0,2004.92,3.793668,up,train
2025-12-11,1,Wheat Flour Bag,20 Kg,4,Sialkot,2004.92,1931.64,1931.64,3.793668,1949.96,36.64,2004.92,0.0,flat,train
2025-12-18,1,Wheat Flour Bag,20 Kg,4,Sialkot,2004.92,2004.92,1931.64,0.0,1968.28,42.308228,2004.92,0.0,flat,train
2025-12-24,1,Wheat Flour Bag,20 Kg,4,Sialkot,2004.92,2004.92,1931.64,0.0,1986.6,36.64,2004.92,0.0,flat,train
2026-01-01,1,Wheat Flour Bag,20 Kg,4,Sialkot,2004.92,2004.92,1931.64,0.0,2004.92,0.0,2026.42,1.072362,up,train
2026-01-08,1,Wheat Flour Bag,20 Kg,4,Sialkot,2026.42,2004.92,2004.92,1.072362,2010.295,10.75,2026.42,0.0,flat,train
2026-01-15,1,Wheat Flour Bag,20 Kg,4,Sialkot,2026.42,2026.42,2004.92,0.0,2015.67,12.413031,2026.42,0.0,flat,train
2026-01-22,1,Wheat Flour Bag,20 Kg,4,Sialkot,2026.42,2026.42,2004.92,0.0,2021.045,10.75,2042.26,0.781674,up,train
2026-01-29,1,Wheat Flour Bag,20 Kg,4,Sialkot,2042.26,2026.42,2004.92,0.781674,2030.38,7.92,2042.26,0.0,flat,train
2026-02-04,1,Wheat Flour Bag,20 Kg,4,Sialkot,2042.26,2042.26,2026.42,0.0,2034.34,9.145228,2042.26,0.0,flat,train
2026-02-12,1,Wheat Flour Bag,20 Kg,4,Sialkot,2042.26,2042.26,2026.42,0.0,2038.3,7.92,2026.42,-0.775611,down,train
2026-02-19,1,Wheat Flour Bag,20 Kg,4,Sialkot,2026.42,2042.26,2026.42,-0.775611,2038.3,7.92,2006.82,-0.967223,down,train
2026-02-26,1,Wheat Flour Bag,20 Kg,4,Sialkot,2006.82,2026.42,2042.26,-0.967223,2029.44,16.827454,1988.49,-0.913385,down,train
2026-03-05,1,Wheat Flour Bag,20 Kg,4,Sialkot,1988.49,2006.82,2042.26,-0.913385,2015.9975,23.375461,1951.06,-1.882333,down,train
2026-03-11,1,Wheat Flour Bag,20 Kg,4,Sialkot,1951.06,1988.49,2042.26,-1.882333,1993.1975,32.078219,1969.81,0.961016,up,train
2026-03-18,1,Wheat Flour Bag,20 Kg,4,Sialkot,1969.81,1951.06,2026.42,0.961016,1979.045,24.007666,1931.64,-1.93775,down,train
2026-03-26,1,Wheat Flour Bag,20 Kg,4,Sialkot,1931.64,1969.81,2006.82,-1.93775,1960.25,24.439581,1969.81,1.976041,up,train
2026-04-02,1,Wheat Flour Bag,20 Kg,4,Sialkot,1969.81,1931.64,1988.49,1.976041,1955.58,18.244084,1969.81,0.0,flat,train
2026-04-09,1,Wheat Flour Bag,20 Kg,4,Sialkot,1969.81,1969.81,1951.06,0.0,1960.2675,19.085,1911.83,-2.943431,down,train
2026-04-16,1,Wheat Flour Bag,20 Kg,4,Sialkot,1911.83,1969.81,1969.81,-2.943431,1945.7725,28.910342,1911.83,0.0,flat,train
2026-04-23,1,Wheat Flour Bag,20 Kg,4,Sialkot,1911.83,1911.83,1931.64,0.0,1940.82,33.474769,1911.83,0.0,flat,train
2026-04-30,1,Wheat Flour Bag,20 Kg,4,Sialkot,1911.83,1911.83,1969.81,0.0,1926.325,28.99,2067.0,8.116307,up,train
2026-05-07,1,Wheat Flour Bag,20 Kg,4,Sialkot,2067.0,1911.83,1969.81,8.116307,1950.6225,77.585,2200.0,6.434446,up,validation
2026-05-14,1,Wheat Flour Bag,20 Kg,4,Sialkot,2200.0,2067.0,1911.83,6.434446,2022.665,139.022886,2200.0,0.0,flat,validation
2026-05-21,1,Wheat Flour Bag,20 Kg,4,Sialkot,2200.0,2200.0,1911.83,0.0,2094.7075,137.094744,2200.0,0.0,flat,validation
2026-06-04,1,Wheat Flour Bag,20 Kg,4,Sialkot,2200.0,2200.0,1911.83,0.0,2166.75,66.5,2200.0,0.0,flat,test
2026-06-11,1,Wheat Flour Bag,20 Kg,4,Sialkot,2200.0,2200.0,2067.0,0.0,2200.0,0.0,2200.0,0.0,flat,test
2026-06-18,1,Wheat Flour Bag,20 Kg,4,Sialkot,2200.0,2200.0,2200.0,0.0,2200.0,0.0,2332.0,6.0,up,test
2026-07-02,1,Wheat Flour Bag,20 Kg,4,Sialkot,2332.0,2200.0,2200.0,6.0,2233.0,66.0,,,,test
2025-10-23,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,,,,,,1810.0,0.0,flat,train
2025-10-30,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,,0.0,1810.0,0.0,1810.0,0.0,flat,train
2025-11-06,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,,0.0,1810.0,0.0,1810.0,0.0,flat,train
2025-11-13,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,,0.0,1810.0,0.0,1810.0,0.0,flat,train
2025-11-20,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2025-11-27,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2025-12-04,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2025-12-11,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2025-12-18,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2025-12-24,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2026-01-01,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1836.57,1.467956,up,train
2026-01-08,1,Wheat Flour Bag,20 Kg,5,Lahore,1836.57,1810.0,1810.0,1.467956,1816.6425,13.285,1836.57,0.0,flat,train
2026-01-15,1,Wheat Flour Bag,20 Kg,5,Lahore,1836.57,1836.57,1810.0,0.0,1823.285,15.340197,1836.57,0.0,flat,train
2026-01-22,1,Wheat Flour Bag,20 Kg,5,Lahore,1836.57,1836.57,1810.0,0.0,1829.9275,13.285,1810.0,-1.446719,down,train
2026-01-29,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1836.57,1810.0,-1.446719,1829.9275,13.285,1810.0,0.0,flat,train
2026-02-04,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1836.57,0.0,1823.285,15.340197,1810.0,0.0,flat,train
2026-02-12,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1836.57,0.0,1816.6425,13.285,1810.0,0.0,flat,train
2026-02-19,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1836.57,0.0,1810.0,0.0,1810.0,0.0,flat,train
2026-02-26,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2026-03-05,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2026-03-11,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2026-03-18,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2026-03-26,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2026-04-02,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2026-04-09,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2026-04-16,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2026-04-23,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,1810.0,0.0,flat,train
2026-04-30,1,Wheat Flour Bag,20 Kg,5,Lahore,1810.0,1810.0,1810.0,0.0,1810.0,0.0,2059.4,13.779006,up,train
2026-05-07,1,Wheat Flour Bag,20 Kg,5,Lahore,2059.4,1810.0,1810.0,13.779006,1872.35,124.7,2105.63,2.244829,up,validation
2026-05-14,1,Wheat Flour Bag,20 Kg,5,Lahore,2105.63,2059.4,1810.0,2.244829,1946.2575,158.46454,2207.07,4.817561,up,validation
2026-05-21,1,Wheat Flour Bag,20 Kg,5,Lahore,2207.07,2105.63,1810.0,4.817561,2045.525,168.694931,2207.07,0.0,flat,validation
2026-06-04,1,Wheat Flour Bag,20 Kg,5,Lahore,2207.07,2207.07,1810.0,0.0,2144.7925,74.347281,2207.07,0.0,flat,test
2026-06-11,1,Wheat Flour Bag,20 Kg,5,Lahore,2207.07,2207.07,2059.4,0.0,2181.71,50.72,2207.07,0.0,flat,test
2026-06-18,1,Wheat Flour Bag,20 Kg,5,Lahore,2207.07,2207.07,2105.63,0.0,2207.07,0.0,2207.07,0.0,flat,test
2026-07-02,1,Wheat Flour Bag,20 Kg,5,Lahore,2207.07,2207.07,2207.07,0.0,2207.07,0.0,,,,test
2025-10-23,1,Wheat Flour Bag,20 Kg,6,Faisalabad,2100.0,,,,,,2100.0,0.0,flat,train
2025-10-30,1,Wheat Flour Bag,20 Kg,6,Faisalabad,2100.0,2100.0,,0.0,2100.0,0.0,2100.0,0.0,flat,train
2025-11-06,1,Wheat Flour Bag,20 Kg,6,Faisalabad,2100.0,2100.0,,0.0,2100.0,0.0,2100.0,0.0,flat,train
2025-11-13,1,Wheat Flour Bag,20 Kg,6,Faisalabad,2100.0,2100.0,,0.0,2100.0,0.0,1810.0,-13.809524,down,train
2025-11-20,1,Wheat Flour Bag,20 Kg,6,Faisalabad,1810.0,2100.0,2100.0,-13.809524,2027.5,145.0,1810.0,0.0,flat,train
