observation_id,date,ceiling_amount_million_pkr,ceiling_institutions,floor_amount_million_pkr,floor_institutions,total_facility_amount_million_pkr,net_floor_minus_ceiling_amount_million_pkr,total_facility_amount_million_pkr_lag_1,total_facility_amount_million_pkr_rolling_7_obs_avg,total_facility_amount_million_pkr_rolling_30_obs_avg,net_floor_minus_ceiling_amount_million_pkr_lag_1,net_floor_minus_ceiling_amount_million_pkr_rolling_7_obs_avg,net_floor_minus_ceiling_amount_million_pkr_rolling_30_obs_avg,target_next_obs_total_facility_amount_million_pkr,target_next_obs_facility_direction,split
corridor_00001,2009-08-13,2340,1,0,0,2340,-2340,,,,,,,6550.0,up,train
corridor_00002,2009-08-21,0,0,6550,9,6550,6550,2340.0,,,-2340.0,,,12100.0,up,train
corridor_00003,2009-08-28,0,0,12100,8,12100,12100,6550.0,6996.666667,,6550.0,5436.666667,,11200.0,down,train
corridor_00004,2009-08-31,11200,8,0,0,11200,-11200,12100.0,8047.5,,12100.0,1277.5,,2800.0,down,train
corridor_00005,2009-09-04,2800,1,0,0,2800,-2800,11200.0,6998.0,,-11200.0,462.0,,900.0,down,train
corridor_00006,2009-09-09,0,0,900,1,900,900,2800.0,5981.666667,,-2800.0,535.0,,7200.0,up,train
corridor_00007,2009-09-10,0,0,7200,2,7200,7200,900.0,6155.714286,,900.0,1487.142857,,7350.0,up,train
corridor_00008,2009-09-11,0,0,7350,4,7350,7350,7200.0,6871.428571,,7200.0,2871.428571,,700.0,down,train
corridor_00009,2009-09-16,700,1,0,0,700,-700,7350.0,6035.714286,,7350.0,1835.714286,,10800.0,up,train
corridor_00010,2009-09-18,10800,1,0,0,10800,-10800,700.0,5850.0,6194.0,-700.0,-1435.714286,626.0,13500.0,up,train
corridor_00011,2009-09-19,0,0,13500,1,13500,13500,10800.0,6178.571429,6858.181818,-10800.0,2092.857143,1796.363636,11500.0,down,train
corridor_00012,2009-09-24,0,0,11500,2,11500,11500,13500.0,7421.428571,7245.0,13500.0,4135.714286,2605.0,12500.0,up,train
corridor_00013,2009-09-25,0,0,12500,3,12500,12500,11500.0,9078.571429,7649.230769,11500.0,5792.857143,3366.153846,10800.0,down,train
corridor_00014,2009-09-26,10800,11,0,0,10800,-10800,12500.0,9592.857143,7874.285714,12500.0,3221.428571,2354.285714,5600.0,down,train
corridor_00015,2009-09-28,5600,4,0,0,5600,-5600,10800.0,9342.857143,7722.666667,-10800.0,1371.428571,1824.0,28850.0,up,train
corridor_00016,2009-09-29,28850,16,0,0,28850,-28850,5600.0,13364.285714,9043.125,-5600.0,-2650.0,-93.125,54250.0,up,train
corridor_00017,2009-09-30,54250,13,0,0,54250,-54250,28850.0,19571.428571,11702.352941,-28850.0,-8857.142857,-3278.823529,6800.0,down,train
corridor_00018,2009-10-02,0,0,6800,7,6800,6800,54250.0,18614.285714,11430.0,-54250.0,-9814.285714,-2718.888889,2500.0,down,train
corridor_00019,2009-10-09,0,0,2500,1,2500,2500,6800.0,17328.571429,10960.0,6800.0,-11100.0,-2444.210526,1000.0,down,train
corridor_00020,2009-10-13,1000,1,0,0,1000,-1000,2500.0,15685.714286,10462.0,2500.0,-13028.571429,-2372.0,8600.0,up,train
corridor_00021,2009-10-16,8600,4,0,0,8600,-8600,1000.0,15371.428571,10373.333333,-1000.0,-12714.285714,-2668.571429,2800.0,down,train
corridor_00022,2009-10-23,0,0,2800,2,2800,2800,8600.0,14971.428571,10029.090909,-8600.0,-11514.285714,-2420.0,800.0,down,train
corridor_00023,2009-10-29,0,0,800,1,800,800,2800.0,10964.285714,9627.826087,2800.0,-7278.571429,-2280.0,11150.0,up,train
corridor_00024,2009-10-30,0,0,11150,5,11150,11150,800.0,4807.142857,9691.25,800.0,2064.285714,-1720.416667,2500.0,down,train
corridor_00025,2009-11-02,0,0,2500,1,2500,2500,11150.0,4192.857143,9403.6,11150.0,1450.0,-1551.6,6050.0,up,train
corridor_00026,2009-11-04,6050,2,0,0,6050,-6050,2500.0,4700.0,9274.615385,2500.0,228.571429,-1724.615385,1250.0,down,train
corridor_00027,2009-11-06,1250,1,0,0,1250,-1250,6050.0,4735.714286,8977.407407,-6050.0,192.857143,-1707.037037,9200.0,up,train
corridor_00028,2009-11-07,9200,5,0,0,9200,-9200,1250.0,4821.428571,8985.357143,-1250.0,107.142857,-1974.642857,1850.0,down,train
corridor_00029,2009-11-12,1850,1,0,0,1850,-1850,9200.0,4685.714286,8739.310345,-9200.0,-557.142857,-1970.344828,15350.0,up,train
corridor_00030,2009-11-13,15350,8,0,0,15350,-15350,1850.0,6764.285714,8959.666667,-1850.0,-2864.285714,-2416.333333,5200.0,down,train
corridor_00031,2009-11-20,0,0,5200,3,5200,5200,15350.0,5914.285714,9055.0,-15350.0,-3714.285714,-2165.0,6100.0,up,train
corridor_00032,2009-11-24,0,0,6100,1,6100,6100,5200.0,6428.571429,9040.0,5200.0,-3200.0,-2180.0,9300.0,up,train
corridor_00033,2009-11-26,9300,3,0,0,9300,-9300,6100.0,6892.857143,8946.666667,6100.0,-3664.285714,-2893.333333,2150.0,down,train
corridor_00034,2009-12-04,0,0,2150,3,2150,2150,9300.0,7021.428571,8645.0,-9300.0,-3178.571429,-2448.333333,5000.0,up,train
corridor_00035,2009-12-09,0,0,5000,1,5000,5000,2150.0,6421.428571,8718.333333,2150.0,-1150.0,-2188.333333,3700.0,down,train
corridor_00036,2009-12-10,0,0,3700,3,3700,3700,5000.0,6685.714286,8811.666667,5000.0,-357.142857,-2095.0,15050.0,up,train
corridor_00037,2009-12-11,0,0,15050,13,15050,15050,3700.0,6642.857143,9073.333333,3700.0,3985.714286,-1833.333333,6600.0,down,train
corridor_00038,2009-12-17,6600,5,0,0,6600,-6600,15050.0,6842.857143,9048.333333,15050.0,2300.0,-2298.333333,36350.0,up,train
corridor_00039,2009-12-18,36350,15,0,0,36350,-36350,6600.0,11164.285714,10236.666667,-6600.0,-3764.285714,-3486.666667,9450.0,down,train
corridor_00040,2009-12-23,0,0,9450,5,9450,9450,36350.0,11185.714286,10191.666667,-36350.0,-1085.714286,-2811.666667,24350.0,up,train
corridor_00041,2009-12-24,0,0,24350,16,24350,24350,9450.0,14357.142857,10553.333333,9450.0,2085.714286,-2450.0,24350.0,flat,train
corridor_00042,2009-12-25,0,0,24350,16,24350,24350,24350.0,17121.428571,10981.666667,24350.0,4850.0,-2021.666667,9800.0,down,train
corridor_00043,2009-12-26,0,0,9800,3,9800,9800,24350.0,17992.857143,10891.666667,24350.0,5721.428571,-2111.666667,26200.0,up,train
corridor_00044,2009-12-31,26200,6,0,0,26200,-26200,9800.0,19585.714286,11405.0,9800.0,-171.428571,-2625.0,6000.0,down,train
corridor_00045,2010-01-06,0,0,6000,1,6000,6000,26200.0,19500.0,11418.333333,-26200.0,1628.571429,-2238.333333,12750.0,up,train
corridor_00046,2010-01-08,12750,9,0,0,12750,-12750,6000.0,16128.571429,10881.666667,6000.0,5000.0,-1701.666667,1050.0,down,train
corridor_00047,2010-01-09,1050,2,0,0,1050,-1050,12750.0,14928.571429,9108.333333,-12750.0,3500.0,71.666667,6650.0,up,train
corridor_00048,2010-01-11,6650,3,0,0,6650,-6650,1050.0,12400.0,9103.333333,-1050.0,-928.571429,-376.666667,9400.0,up,train
corridor_00049,2010-01-15,9400,3,0,0,9400,-9400,6650.0,10264.285714,9333.333333,-6650.0,-5750.0,-773.333333,3800.0,down,train
corridor_00050,2010-01-19,3800,1,0,0,3800,-3800,9400.0,9407.142857,9426.666667,-9400.0,-7692.857143,-866.666667,24750.0,up,train
corridor_00051,2010-01-21,0,0,24750,9,24750,24750,3800.0,9200.0,9965.0,-3800.0,-414.285714,245.0,8850.0,down,train
corridor_00052,2010-01-22,0,0,8850,10,8850,8850,24750.0,9607.142857,10166.666667,24750.0,-7.142857,446.666667,17850.0,up,train
corridor_00053,2010-01-29,17850,6,0,0,17850,-17850,8850.0,10335.714286,10735.0,8850.0,-735.714286,-175.0,3050.0,down,train
corridor_00054,2010-02-04,3050,1,0,0,3050,-3050,17850.0,10621.428571,10465.0,-17850.0,-1021.428571,-648.333333,13700.0,up,train
corridor_00055,2010-02-10,13700,8,0,0,13700,-13700,3050.0,11628.571429,10838.333333,-3050.0,-2028.571429,-1188.333333,21150.0,up,train
corridor_00056,2010-02-12,21150,7,0,0,21150,-21150,13700.0,13307.142857,11341.666667,-13700.0,-3707.142857,-1691.666667,3800.0,down,train
corridor_00057,2010-02-18,3800,1,0,0,3800,-3800,21150.0,13307.142857,11426.666667,-21150.0,-3707.142857,-1776.666667,6700.0,up,train
corridor_00058,2010-02-19,6700,5,0,0,6700,-6700,3800.0,10728.571429,11343.333333,-3800.0,-8200.0,-1693.333333,6000.0,down,train
corridor_00059,2010-02-25,0,0,6000,1,6000,6000,6700.0,10321.428571,11481.666667,-6700.0,-8607.142857,-1431.666667,2100.0,down,train
corridor_00060,2010-02-26,0,0,2100,1,2100,2100,6000.0,8071.428571,11040.0,6000.0,-5757.142857,-850.0,8850.0,up,train
corridor_00061,2010-03-05,0,0,8850,6,8850,8850,2100.0,8900.0,11161.666667,2100.0,-4057.142857,-728.333333,8300.0,down,train
corridor_00062,2010-03-06,8300,8,0,0,8300,-8300,8850.0,8128.571429,11235.0,8850.0,-3285.714286,-1208.333333,8300.0,flat,train
corridor_00063,2010-03-07,8300,8,0,0,8300,-8300,8300.0,6292.857143,11201.666667,-8300.0,-1450.0,-1175.0,950.0,down,train
corridor_00064,2010-03-08,950,4,0,0,950,-950,8300.0,5885.714286,11161.666667,-8300.0,-1042.857143,-1278.333333,13300.0,up,train
corridor_00065,2010-03-09,13300,9,0,0,13300,-13300,950.0,6828.571429,11438.333333,-950.0,-1985.714286,-1888.333333,15600.0,up,train
corridor_00066,2010-03-12,15600,5,0,0,15600,-15600,13300.0,8200.0,11835.0,-13300.0,-5071.428571,-2531.666667,5700.0,down,train
corridor_00067,2010-03-18,5700,3,0,0,5700,-5700,15600.0,8714.285714,11523.333333,-15600.0,-6185.714286,-3223.333333,18350.0,up,train
corridor_00068,2010-03-19,18350,8,0,0,18350,-18350,5700.0,10071.428571,11915.0,-5700.0,-10071.428571,-3615.0,6000.0,down,train
corridor_00069,2010-03-22,0,0,6000,1,6000,6000,18350.0,9742.857143,10903.333333,-18350.0,-8028.571429,-2203.333333,5100.0,down,train
corridor_00070,2010-03-24,0,0,5100,1,5100,5100,6000.0,9285.714286,10758.333333,6000.0,-6114.285714,-2348.333333,1800.0,down,train
corridor_00071,2010-03-25,0,0,1800,2,1800,1800,5100.0,9407.142857,10006.666667,5100.0,-5721.428571,-3100.0,12800.0,up,train
corridor_00072,2010-03-26,0,0,12800,2,12800,12800,1800.0,9335.714286,9621.666667,1800.0,-1992.857143,-3485.0,11000.0,down,train
corridor_00073,2010-03-30,0,0,11000,3,11000,11000,12800.0,8678.571429,9661.666667,12800.0,1807.142857,-3445.0,19600.0,up,train
corridor_00074,2010-04-01,0,0,19600,8,19600,19600,11000.0,10664.285714,9441.666667,11000.0,5421.428571,-1918.333333,21750.0,up,train
corridor_00075,2010-04-02,0,0,21750,11,21750,21750,19600.0,11150.0,9966.666667,19600.0,11150.0,-1393.333333,1000.0,down,train
corridor_00076,2010-04-09,1000,1,0,0,1000,-1000,21750.0,10435.714286,9575.0,21750.0,10150.0,-1001.666667,4500.0,up,train
corridor_00077,2010-04-13,4500,1,0,0,4500,-4500,1000.0,10350.0,9690.0,-1000.0,8778.571429,-1116.666667,15000.0,up,train
corridor_00078,2010-04-15,15000,9,0,0,15000,-15000,4500.0,12235.714286,9968.333333,-4500.0,6378.571429,-1395.0,29800.0,up,train
corridor_00079,2010-04-16,29800,18,0,0,29800,-29800,15000.0,14664.285714,10648.333333,-15000.0,292.857143,-2075.0,11550.0,down,train
corridor_00080,2010-04-22,0,0,11550,4,11550,11550,29800.0,14742.857143,10906.666667,-29800.0,371.428571,-1563.333333,20400.0,up,train
corridor_00081,2010-04-23,0,0,20400,11,20400,20400,11550.0,14857.142857,10761.666667,11550.0,485.714286,-1708.333333,20400.0,flat,train
corridor_00082,2010-04-24,0,0,20400,11,20400,20400,20400.0,14664.285714,11146.666667,20400.0,292.857143,-1323.333333,3200.0,down,train
corridor_00083,2010-04-29,0,0,3200,2,3200,3200,20400.0,14978.571429,10658.333333,20400.0,892.857143,-621.666667,81600.0,up,train
corridor_00084,2010-04-30,0,0,81600,8,81600,81600,3200.0,25992.857143,13276.666667,3200.0,13192.857143,2200.0,10650.0,down,train
corridor_00085,2010-05-05,10650,4,0,0,10650,-10650,81600.0,25371.428571,13175.0,81600.0,13814.285714,2301.666667,65850.0,up,train
corridor_00086,2010-05-06,65850,9,0,0,65850,-65850,10650.0,30521.428571,14665.0,-10650.0,8664.285714,811.666667,16500.0,down,train
corridor_00087,2010-05-07,0,0,16500,1,16500,16500,65850.0,31228.571429,15088.333333,-65850.0,9371.428571,1488.333333,7700.0,down,train
corridor_00088,2010-05-11,0,0,7700,1,7700,7700,16500.0,29414.285714,15121.666667,16500.0,7557.142857,1968.333333,2800.0,down,train
corridor_00089,2010-05-13,0,0,2800,2,2800,2800,7700.0,26900.0,15015.0,7700.0,5042.857143,1861.666667,2800.0,flat,train
corridor_00090,2010-05-19,2800,5,0,0,2800,-2800,2800.0,26842.857143,15038.333333,2800.0,4185.714286,1698.333333,37150.0,up,train
corridor_00091,2010-05-20,37150,15,0,0,37150,-37150,2800.0,20492.857143,15981.666667,-2800.0,-12778.571429,165.0,4100.0,down,train
corridor_00092,2010-05-27,4100,1,0,0,4100,-4100,37150.0,19557.142857,15841.666667,-37150.0,-11842.857143,305.0,1100.0,down,train
corridor_00093,2010-05-31,1100,2,0,0,1100,-1100,4100.0,10307.142857,15601.666667,-4100.0,-2592.857143,545.0,7300.0,up,train
corridor_00094,2010-06-03,0,0,7300,3,7300,7300,1100.0,8992.857143,15813.333333,-1100.0,-3907.142857,820.0,5500.0,down,train
corridor_00095,2010-06-07,0,0,5500,1,5500,5500,7300.0,8678.571429,15553.333333,7300.0,-4221.428571,1446.666667,4500.0,down,train
corridor_00096,2010-06-09,4500,6,0,0,4500,-4500,5500.0,8921.428571,15183.333333,5500.0,-5264.285714,1816.666667,27900.0,up,train
corridor_00097,2010-06-10,27900,11,0,0,27900,-27900,4500.0,12507.142857,15923.333333,-4500.0,-8850.0,1076.666667,11650.0,down,train
corridor_00098,2010-06-16,11650,7,0,0,11650,-11650,27900.0,8864.285714,15700.0,-27900.0,-5207.142857,1300.0,77100.0,up,train
corridor_00099,2010-06-17,77100,18,0,0,77100,-77100,11650.0,19292.857143,18070.0,-11650.0,-15635.714286,-1470.0,7300.0,down,train
corridor_00100,2010-06-23,0,0,7300,3,7300,7300,77100.0,20178.571429,18143.333333,-77100.0,-14435.714286,-1396.666667,26750.0,up,train
corridor_00101,2010-06-24,0,0,26750,11,26750,26750,7300.0,22957.142857,18975.0,7300.0,-11657.142857,-565.0,24450.0,down,train
corridor_00102,2010-06-25,0,0,24450,8,24450,24450,26750.0,25664.285714,19363.333333,26750.0,-8950.0,-176.666667,49850.0,up,train
corridor_00103,2010-06-28,0,0,49850,10,49850,49850,24450.0,32142.857143,20658.333333,24450.0,-1185.714286,1118.333333,23600.0,down,train
corridor_00104,2010-06-30,0,0,23600,8,23600,23600,49850.0,31528.571429,20791.666667,49850.0,6171.428571,1251.666667,23600.0,flat,train
corridor_00105,2010-07-01,0,0,23600,8,23600,23600,23600.0,33235.714286,20853.333333,23600.0,11207.142857,1313.333333,13500.0,down,train
corridor_00106,2010-07-02,0,0,13500,1,13500,13500,23600.0,24150.0,21270.0,23600.0,24150.0,1796.666667,2200.0,down,train
corridor_00107,2010-07-08,2200,2,0,0,2200,-2200,13500.0,23421.428571,21193.333333,13500.0,22792.857143,1873.333333,36150.0,up,train
corridor_00108,2010-07-15,36150,15,0,0,36150,-36150,2200.0,24764.285714,21898.333333,-2200.0,13807.142857,1168.333333,16650.0,down,train
corridor_00109,2010-07-22,16650,10,0,0,16650,-16650,36150.0,23650.0,21460.0,-36150.0,7935.714286,1606.666667,800.0,down,train
corridor_00110,2010-07-29,800,1,0,0,800,-800,16650.0,16642.857143,21101.666667,-16650.0,700.0,1195.0,1100.0,up,train
corridor_00111,2010-07-30,1100,1,0,0,1100,-1100,800.0,13428.571429,20458.333333,-800.0,-2828.571429,478.333333,550.0,down,train
corridor_00112,2010-08-02,550,1,0,0,550,-550,1100.0,10135.714286,19796.666667,-1100.0,-6278.571429,-220.0,21100.0,up,train
corridor_00113,2010-08-03,21100,7,0,0,21100,-21100,550.0,11221.428571,20393.333333,-550.0,-11221.428571,-1030.0,3800.0,down,train
corridor_00114,2010-08-04,0,0,3800,1,3800,3800,21100.0,11450.0,17800.0,-21100.0,-10364.285714,-3623.333333,8300.0,up,train
corridor_00115,2010-08-09,0,0,8300,1,8300,8300,3800.0,7471.428571,17721.666667,3800.0,-4014.285714,-2991.666667,5900.0,down,train
corridor_00116,2010-08-10,0,0,5900,1,5900,5900,8300.0,5935.714286,15723.333333,8300.0,-792.857143,-600.0,8750.0,up,train
corridor_00117,2010-08-11,8750,3,0,0,8750,-8750,5900.0,7071.428571,15465.0,5900.0,-1928.571429,-1441.666667,8750.0,flat,train
corridor_00118,2010-08-12,8750,3,0,0,8750,-8750,8750.0,8164.285714,15500.0,-8750.0,-3021.428571,-1990.0,500.0,down,train
corridor_00119,2010-08-18,0,0,500,1,500,500,8750.0,8157.142857,15423.333333,-8750.0,-2871.428571,-2066.666667,11800.0,up,train
corridor_00120,2010-08-19,0,0,11800,4,11800,11800,500.0,6828.571429,15723.333333,500.0,1828.571429,-1580.0,2000.0,down,train
corridor_00121,2010-08-20,2000,1,0,0,2000,-2000,11800.0,6571.428571,14551.666667,11800.0,1000.0,-408.333333,2600.0,up,train
corridor_00122,2010-08-23,2600,3,0,0,2600,-2600,2000.0,5757.142857,14501.666667,-2000.0,-557.142857,-358.333333,34400.0,up,train
corridor_00123,2010-08-26,34400,9,0,0,34400,-34400,2600.0,9828.571429,15611.666667,-2600.0,-6314.285714,-1468.333333,12350.0,down,train
corridor_00124,2010-08-31,12350,7,0,0,12350,-12350,34400.0,10342.857143,15780.0,-34400.0,-6828.571429,-2123.333333,15450.0,up,train
corridor_00125,2010-09-02,0,0,15450,12,15450,15450,12350.0,11300.0,16111.666667,-12350.0,-3371.428571,-1791.666667,21000.0,up,train
corridor_00126,2010-09-07,0,0,21000,1,21000,21000,15450.0,14228.571429,16661.666667,15450.0,-442.857143,-941.666667,15500.0,down,train
corridor_00127,2010-09-08,3500,1,12000,1,15500,8500,21000.0,14757.142857,16248.333333,21000.0,-914.285714,271.666667,4450.0,down,train
corridor_00128,2010-09-14,0,0,4450,3,4450,4450,15500.0,15107.142857,16008.333333,8500.0,7.142857,808.333333,25050.0,up,train
corridor_00129,2010-09-15,0,0,25050,11,25050,25050,4450.0,18314.285714,14273.333333,4450.0,3957.142857,4213.333333,16900.0,down,train
corridor_00130,2010-09-16,0,0,16900,10,16900,16900,25050.0,15814.285714,14593.333333,25050.0,11285.714286,4533.333333,1450.0,down,train
corridor_00131,2010-09-20,0,0,1450,2,1450,1450,16900.0,14257.142857,13750.0,16900.0,13257.142857,3690.0,17700.0,up,train
corridor_00132,2010-09-22,0,0,17700,4,17700,17700,1450.0,14578.571429,13525.0,1450.0,13578.571429,3465.0,52200.0,up,train
corridor_00133,2010-09-23,0,0,52200,10,52200,52200,17700.0,19035.714286,13603.333333,17700.0,18035.714286,3543.333333,19900.0,down,train
corridor_00134,2010-09-24,0,0,19900,5,19900,19900,52200.0,19664.285714,13480.0,52200.0,19664.285714,3420.0,29750.0,up,train
corridor_00135,2010-09-27,0,0,29750,5,29750,29750,19900.0,23278.571429,13685.0,19900.0,23278.571429,3625.0,31450.0,up,train
corridor_00136,2010-09-28,0,0,31450,7,31450,31450,29750.0,24192.857143,14283.333333,29750.0,24192.857143,4223.333333,41300.0,up,train
corridor_00137,2010-09-29,0,0,41300,8,41300,41300,31450.0,27678.571429,15586.666667,31450.0,27678.571429,5673.333333,46300.0,up,train
corridor_00138,2010-09-30,0,0,46300,7,46300,46300,41300.0,34085.714286,15925.0,41300.0,34085.714286,8421.666667,800.0,down,train
corridor_00139,2010-10-01,0,0,800,1,800,800,46300.0,31671.428571,15396.666667,46300.0,31671.428571,9003.333333,2400.0,up,train
corridor_00140,2010-10-04,0,0,2400,1,2400,2400,800.0,24557.142857,15450.0,800.0,24557.142857,9110.0,7000.0,up,train
corridor_00141,2010-10-06,0,0,7000,1,7000,7000,2400.0,22714.285714,15646.666667,2400.0,22714.285714,9380.0,5000.0,down,train
corridor_00142,2010-10-08,0,0,5000,1,5000,5000,7000.0,19178.571429,15795.0,7000.0,19178.571429,9565.0,12500.0,up,train
corridor_00143,2010-10-13,0,0,12500,4,12500,12500,5000.0,16471.428571,15508.333333,5000.0,16471.428571,10685.0,11300.0,down,train
corridor_00144,2010-10-14,0,0,11300,5,11300,11300,12500.0,12185.714286,15758.333333,12500.0,12185.714286,10935.0,6000.0,down,train
corridor_00145,2010-10-15,0,0,6000,1,6000,6000,11300.0,6428.571429,15681.666667,11300.0,6428.571429,10858.333333,3750.0,down,train
corridor_00146,2010-10-18,3750,2,0,0,3750,-3750,6000.0,6850.0,15610.0,6000.0,5778.571429,10536.666667,6500.0,up,train
corridor_00147,2010-10-19,0,0,6500,2,6500,6500,3750.0,7435.714286,15535.0,-3750.0,6364.285714,11045.0,8150.0,up,train
corridor_00148,2010-10-20,0,0,8150,4,8150,8150,6500.0,7600.0,15515.0,6500.0,6528.571429,11608.333333,7450.0,down,train
corridor_00149,2010-10-21,0,0,7450,7,7450,7450,8150.0,7950.0,15746.666667,8150.0,6878.571429,11840.0,22650.0,up,train
corridor_00150,2010-10-28,22650,7,0,0,22650,-22650,7450.0,9400.0,16108.333333,7450.0,1857.142857,10691.666667,1600.0,down,train
corridor_00151,2010-10-29,0,0,1600,1,1600,1600,22650.0,8014.285714,16095.0,-22650.0,471.428571,10811.666667,23950.0,up,train
corridor_00152,2010-11-01,0,0,23950,8,23950,23950,1600.0,10578.571429,16806.666667,1600.0,3035.714286,11696.666667,3000.0,down,train
corridor_00153,2010-11-02,0,0,3000,1,3000,3000,23950.0,10471.428571,15760.0,23950.0,4000.0,12943.333333,600.0,down,train
corridor_00154,2010-11-04,600,1,0,0,600,-600,3000.0,9628.571429,15368.333333,3000.0,2985.714286,13335.0,4900.0,up,train
corridor_00155,2010-11-05,0,0,4900,2,4900,4900,600.0,9164.285714,15016.666667,-600.0,2521.428571,12983.333333,8000.0,up,train
corridor_00156,2010-11-10,0,0,8000,1,8000,8000,4900.0,9242.857143,14583.333333,4900.0,2600.0,12550.0,4600.0,down,train
corridor_00157,2010-11-11,0,0,4600,1,4600,4600,8000.0,6664.285714,14220.0,8000.0,6492.857143,12420.0,9800.0,up,train
corridor_00158,2010-11-15,9800,9,0,0,9800,-9800,4600.0,7835.714286,14398.333333,4600.0,4864.285714,11945.0,16400.0,up,train
corridor_00159,2010-11-16,0,0,16400,7,16400,16400,9800.0,6757.142857,14110.0,-9800.0,3785.714286,11656.666667,12000.0,down,train
corridor_00160,2010-11-25,0,0,12000,6,12000,12000,16400.0,8042.857143,13946.666667,16400.0,5071.428571,11493.333333,2050.0,down,train
corridor_00161,2010-11-29,2050,1,0,0,2050,-2050,12000.0,8250.0,13966.666667,12000.0,4864.285714,11376.666667,8100.0,up,train
corridor_00162,2010-12-02,0,0,8100,2,8100,8100,2050.0,8707.142857,13646.666667,-2050.0,5321.428571,11056.666667,500.0,down,train
corridor_00163,2010-12-08,500,1,0,0,500,-500,8100.0,7635.714286,11923.333333,8100.0,4107.142857,9300.0,13000.0,up,train
corridor_00164,2010-12-09,13000,1,0,0,13000,-13000,500.0,8835.714286,11693.333333,-500.0,1592.857143,8203.333333,1000.0,down,train
corridor_00165,2010-12-10,0,0,1000,1,1000,1000,13000.0,7578.571429,10735.0,-13000.0,3135.714286,7245.0,13100.0,up,train
corridor_00166,2010-12-13,0,0,13100,7,13100,13100,1000.0,7107.142857,10123.333333,1000.0,2664.285714,6633.333333,11500.0,down,train
corridor_00167,2010-12-14,0,0,11500,4,11500,11500,13100.0,7035.714286,9130.0,13100.0,2592.857143,5640.0,13450.0,up,train
corridor_00168,2010-12-15,0,0,13450,9,13450,13450,11500.0,8664.285714,8035.0,11500.0,4807.142857,4545.0,4300.0,down,train
corridor_00169,2010-12-20,4300,2,0,0,4300,-4300,13450.0,8121.428571,8151.666667,13450.0,3035.714286,4375.0,15700.0,up,train
corridor_00170,2010-12-23,6100,6,9600,1,15700,3500,4300.0,10292.857143,8595.0,-4300.0,3607.142857,4411.666667,10000.0,down,train
corridor_00171,2010-12-24,0,0,10000,1,10000,10000,15700.0,9864.285714,8695.0,3500.0,6892.857143,4511.666667,9250.0,down,train
corridor_00172,2010-12-30,0,0,9250,6,9250,9250,10000.0,11042.857143,8836.666667,10000.0,8071.428571,4653.333333,14300.0,up,train
corridor_00173,2010-12-31,14300,3,0,0,14300,-14300,9250.0,11214.285714,8896.666667,9250.0,4157.142857,3760.0,8850.0,down,train
corridor_00174,2011-01-06,8850,6,0,0,8850,-8850,14300.0,10835.714286,8815.0,-14300.0,1250.0,3088.333333,6000.0,down,train
corridor_00175,2011-01-07,0,0,6000,1,6000,6000,8850.0,9771.428571,8815.0,-8850.0,185.714286,3088.333333,1650.0,down,train
corridor_00176,2011-01-11,0,0,1650,1,1650,1650,6000.0,9392.857143,8745.0,6000.0,1035.714286,3268.333333,3450.0,up,train
corridor_00177,2011-01-12,0,0,3450,1,3450,3450,1650.0,7642.857143,8643.333333,1650.0,1028.571429,3166.666667,6700.0,up,train
corridor_00178,2011-01-13,0,0,6700,1,6700,6700,3450.0,7171.428571,8595.0,3450.0,557.142857,3118.333333,5500.0,down,train
corridor_00179,2011-01-14,5500,1,0,0,5500,-5500,6700.0,6635.714286,8530.0,6700.0,-1550.0,2686.666667,6550.0,up,train
corridor_00180,2011-01-20,0,0,6550,7,6550,6550,5500.0,5528.571429,7993.333333,-5500.0,1428.571429,3660.0,17100.0,up,train
corridor_00181,2011-01-27,17100,2,0,0,17100,-17100,6550.0,6707.142857,8510.0,6550.0,250.0,3036.666667,6500.0,down,train
corridor_00182,2011-02-01,0,0,6500,2,6500,6500,17100.0,6778.571429,7928.333333,-17100.0,321.428571,2455.0,13500.0,up,train
corridor_00183,2011-02-02,0,0,13500,2,13500,13500,6500.0,8471.428571,8278.333333,6500.0,2014.285714,2805.0,17550.0,up,train
corridor_00184,2011-02-03,0,0,17550,7,17550,17550,13500.0,10485.714286,8843.333333,13500.0,4028.571429,3410.0,1000.0,down,train
corridor_00185,2011-02-09,0,0,1000,1,1000,1000,17550.0,9671.428571,8713.333333,17550.0,3214.285714,3280.0,17050.0,up,train
corridor_00186,2011-02-10,17050,12,0,0,17050,-17050,1000.0,11321.428571,9015.0,1000.0,1564.285714,2445.0,800.0,down,train
corridor_00187,2011-02-15,0,0,800,1,800,800,17050.0,10500.0,8888.333333,-17050.0,742.857143,2318.333333,28050.0,up,train
corridor_00188,2011-02-17,28050,10,0,0,28050,-28050,800.0,12064.285714,9496.666667,800.0,-821.428571,1710.0,2500.0,down,train
corridor_00189,2011-02-23,2500,1,0,0,2500,-2500,28050.0,11492.857143,9033.333333,-28050.0,-2107.142857,1080.0,20550.0,up,train
corridor_00190,2011-02-24,20550,5,0,0,20550,-20550,2500.0,12500.0,9318.333333,-2500.0,-6971.428571,-5.0,7200.0,down,train
corridor_00191,2011-03-03,5500,1,1700,1,7200,-3800,20550.0,11021.428571,9490.0,-20550.0,-10021.428571,-63.333333,6700.0,down,train
